age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
47,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,56,United-States,Yes
43,Self-emp-inc,12,Exec-managerial,Husband,White,Male,50,United-States,No
26,Private,13,Other-service,Husband,White,Male,45,United-States,Yes
23,Local-gov,13,Prof-specialty,Own-child,White,Female,15,United-States,No
19,Private,10,Transport-moving,Own-child,White,Male,25,United-States,No
58,Federal-gov,10,Adm-clerical,Husband,White,Male,40,United-States,Yes
20,Private,9,Other-service,Not-in-family,White,Female,40,United-States,No
24,Private,7,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
62,Private,3,Farming-fishing,Husband,White,Male,24,Mexico,No
32,Private,10,Craft-repair,Not-in-family,White,Male,40,United-States,No
50,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
29,Private,9,Machine-op-inspct,Husband,White,Male,30,United-States,Yes
60,Private,9,Other-service,Unmarried,Black,Female,40,United-States,No
41,Private,13,Prof-specialty,Husband,White,Male,40,United-States,No
29,Private,15,Prof-specialty,Own-child,White,Male,50,United-States,No
31,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
52,Private,9,Exec-managerial,Husband,White,Male,60,United-States,Yes
36,Private,9,Tech-support,Not-in-family,White,Male,50,United-States,No
22,,10,,Own-child,White,Male,40,United-States,No
36,Private,9,Transport-moving,Not-in-family,White,Male,35,United-States,No
57,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
54,Private,9,Tech-support,Not-in-family,White,Male,42,United-States,Yes
48,Self-emp-not-inc,9,Sales,Wife,White,Female,50,United-States,No
49,Private,10,Adm-clerical,Wife,White,Female,40,United-States,Yes
37,Private,10,Other-service,Husband,White,Male,40,United-States,Yes
26,Federal-gov,15,Prof-specialty,Husband,White,Male,60,Columbia,No
48,Self-emp-inc,10,Craft-repair,Not-in-family,White,Male,45,United-States,No
67,Private,11,Other-service,Not-in-family,White,Female,24,United-States,No
31,Private,7,Machine-op-inspct,Husband,White,Male,40,United-States,No
32,Private,13,Prof-specialty,Husband,White,Male,50,United-States,No
42,Private,13,Adm-clerical,Unmarried,White,Female,45,United-States,No
39,Private,8,Adm-clerical,Unmarried,White,Female,40,United-States,No
43,Private,10,Craft-repair,Husband,White,Male,45,United-States,Yes
35,Private,13,Exec-managerial,Not-in-family,White,Male,50,United-States,No
42,State-gov,16,Exec-managerial,Not-in-family,White,Female,40,Italy,Yes
52,Private,9,Sales,Husband,White,Male,60,United-States,Yes
36,Private,1,Other-service,Not-in-family,Other,Male,72,Mexico,No
28,Private,9,Machine-op-inspct,Husband,White,Male,45,United-States,No
30,Self-emp-inc,9,Craft-repair,Husband,White,Male,48,United-States,Yes
43,Self-emp-inc,16,Prof-specialty,Wife,White,Female,70,United-States,Yes
23,Federal-gov,9,Armed-Forces,Not-in-family,White,Male,8,United-States,No
31,Private,9,Craft-repair,Unmarried,White,Male,40,United-States,No
50,Private,9,Machine-op-inspct,Husband,White,Male,45,United-States,Yes
20,Private,10,Other-service,Own-child,White,Female,20,United-States,No
38,Self-emp-not-inc,9,Transport-moving,Husband,White,Male,40,United-States,Yes
23,Private,10,Handlers-cleaners,Not-in-family,White,Male,40,United-States,No
40,Local-gov,13,Prof-specialty,Husband,White,Male,20,United-States,No
34,Private,10,Sales,Husband,White,Male,55,United-States,Yes
21,Private,10,Machine-op-inspct,Own-child,White,Male,20,United-States,No
41,Private,9,Adm-clerical,Unmarried,Black,Female,40,,No
18,Private,9,Sales,Own-child,White,Female,20,United-States,No
19,,5,,Other-relative,White,Male,35,El-Salvador,No
60,Self-emp-not-inc,4,Farming-fishing,Husband,White,Male,40,United-States,No
22,Private,13,Exec-managerial,Unmarried,White,Female,30,United-States,No
32,Private,9,Adm-clerical,Wife,White,Female,20,United-States,No
57,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,13,United-States,Yes
18,Private,8,Other-service,Own-child,White,Male,20,United-States,No
51,Private,11,Sales,Husband,White,Male,40,United-States,Yes
20,,10,,Not-in-family,White,Female,15,United-States,No
60,Self-emp-not-inc,15,Sales,Husband,White,Male,45,United-States,Yes
36,Private,4,Machine-op-inspct,Husband,White,Male,40,United-States,No
38,Federal-gov,9,Adm-clerical,Own-child,Black,Female,40,United-States,No
38,Private,10,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,Yes
27,Private,10,Exec-managerial,Own-child,White,Female,40,United-States,No
46,State-gov,16,Prof-specialty,Husband,White,Male,45,United-States,Yes
34,Federal-gov,10,Adm-clerical,Wife,White,Female,40,United-States,Yes
50,Private,9,Machine-op-inspct,Wife,White,Female,40,El-Salvador,No
58,Private,15,Prof-specialty,Husband,White,Male,45,United-States,Yes
44,Private,10,Transport-moving,Husband,White,Male,50,United-States,Yes
18,Private,10,Other-service,Own-child,White,Female,12,United-States,No
32,Self-emp-not-inc,12,Sales,Not-in-family,White,Male,80,United-States,No
28,Private,7,Exec-managerial,Husband,White,Male,50,United-States,Yes
18,,10,,Own-child,White,Female,40,United-States,No
19,Private,8,Farming-fishing,Own-child,White,Female,30,United-States,No
20,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
56,Private,5,Machine-op-inspct,Unmarried,White,Female,40,United-States,No
62,,8,,Not-in-family,White,Male,40,Canada,No
24,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
63,Self-emp-not-inc,10,Machine-op-inspct,Husband,White,Male,35,United-States,Yes
80,Private,15,Prof-specialty,Husband,White,Male,35,United-States,Yes
47,State-gov,12,Transport-moving,Husband,White,Male,40,United-States,No
51,Private,14,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,No
47,Private,9,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
31,Self-emp-not-inc,13,Exec-managerial,Wife,White,Female,40,United-States,Yes
23,Private,9,Other-service,Unmarried,White,Female,80,United-States,No
33,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
62,,9,,Wife,White,Female,40,Scotland,Yes
22,Private,10,Sales,Other-relative,White,Male,20,United-States,No
31,Private,13,Sales,Husband,White,Male,40,United-States,Yes
35,Private,12,Adm-clerical,Wife,White,Female,40,United-States,No
28,Local-gov,11,Protective-serv,Husband,Black,Male,46,United-States,No
28,Private,9,Other-service,Own-child,Black,Female,40,,No
29,Private,10,Exec-managerial,Husband,White,Male,50,United-States,Yes
36,Private,3,Craft-repair,Other-relative,White,Male,40,Mexico,No
29,Private,11,Adm-clerical,Own-child,White,Female,40,United-States,No
30,Private,13,Exec-managerial,Own-child,Black,Male,40,Germany,No
35,Federal-gov,13,Adm-clerical,Not-in-family,White,Male,40,United-States,Yes
48,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
41,Local-gov,10,Protective-serv,Husband,White,Male,45,United-States,Yes
55,Self-emp-inc,10,Sales,Husband,White,Male,40,United-States,Yes
31,,9,,Own-child,White,Male,75,United-States,No
63,Private,9,Sales,Husband,White,Male,35,United-States,No
30,,13,,Wife,White,Female,4,United-States,No
24,Private,10,Other-service,Not-in-family,White,Female,53,United-States,No
31,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,60,,Yes
23,Private,10,Machine-op-inspct,Own-child,Black,Male,40,United-States,No
59,Private,9,Other-service,Husband,White,Male,40,United-States,Yes
28,Private,16,Prof-specialty,Not-in-family,White,Male,50,Germany,No
53,Private,9,Craft-repair,Husband,White,Male,50,United-States,Yes
64,Private,9,Priv-house-serv,Not-in-family,White,Female,15,United-States,No
26,Private,10,Handlers-cleaners,Own-child,Black,Female,20,United-States,No
24,Federal-gov,9,Armed-Forces,Own-child,White,Male,40,United-States,No
18,Private,9,Adm-clerical,Other-relative,White,Female,30,United-States,No
34,Private,10,Craft-repair,Husband,White,Male,38,United-States,No
53,Private,9,Other-service,Unmarried,Black,Female,20,United-States,No
37,Private,13,Prof-specialty,Not-in-family,White,Female,45,United-States,No
35,Private,13,Prof-specialty,Unmarried,White,Female,32,United-States,Yes
38,Private,13,Exec-managerial,Husband,White,Male,55,United-States,Yes
26,Private,13,Prof-specialty,Husband,White,Male,50,United-States,Yes
47,Self-emp-not-inc,14,Prof-specialty,Wife,White,Female,20,United-States,Yes
49,Federal-gov,9,Adm-clerical,Husband,White,Male,40,United-States,Yes
44,Self-emp-not-inc,9,Sales,Wife,White,Female,40,United-States,Yes
26,Private,6,Transport-moving,Husband,White,Male,35,United-States,No
64,Private,13,Exec-managerial,Not-in-family,White,Male,55,United-States,Yes
27,Private,13,Adm-clerical,Not-in-family,White,Male,40,United-States,No
39,Private,13,Exec-managerial,Husband,White,Male,60,Italy,Yes
44,Federal-gov,9,Craft-repair,Unmarried,White,Male,40,United-States,No
59,Private,4,Farming-fishing,Unmarried,White,Male,40,United-States,No
34,Self-emp-inc,9,Adm-clerical,Husband,White,Male,45,United-States,No
42,Private,10,Craft-repair,Husband,Black,Male,40,United-States,Yes
58,Self-emp-inc,10,Sales,Not-in-family,White,Female,20,United-States,Yes
40,Private,14,Prof-specialty,Not-in-family,White,Male,40,United-States,Yes
27,Private,9,Transport-moving,Own-child,White,Male,60,United-States,No
36,Private,6,Sales,Unmarried,White,Female,35,,No
41,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
28,Private,9,Craft-repair,Husband,White,Male,35,United-States,No
42,Private,13,Tech-support,Own-child,Asian-Pac-Islander,Female,40,United-States,No
37,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,60,United-States,No
32,Private,13,Tech-support,Not-in-family,White,Male,40,United-States,No
27,Self-emp-not-inc,5,Craft-repair,Husband,White,Male,40,United-States,No
21,Private,10,Adm-clerical,Not-in-family,White,Female,45,United-States,No
52,Private,7,Machine-op-inspct,Husband,White,Male,40,United-States,No
58,Federal-gov,13,Exec-managerial,Husband,Black,Male,40,United-States,Yes
45,Private,7,Craft-repair,Husband,White,Male,40,United-States,No
33,Private,9,Transport-moving,Not-in-family,White,Male,70,United-States,No
28,Private,9,Sales,Husband,White,Male,40,United-States,No
47,Self-emp-not-inc,10,Prof-specialty,Husband,Other,Male,55,United-States,Yes
28,Private,9,Exec-managerial,Not-in-family,White,Female,40,United-States,No
20,,10,,Own-child,White,Female,30,United-States,No
26,Private,9,Machine-op-inspct,Husband,White,Male,48,United-States,No
49,,9,,Not-in-family,Black,Male,40,United-States,No
31,Private,9,Transport-moving,Husband,White,Male,65,United-States,No
28,Private,11,Sales,Not-in-family,White,Male,40,United-States,No
53,Local-gov,14,Exec-managerial,Husband,White,Male,43,United-States,Yes
43,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
45,Private,9,Other-service,Husband,Asian-Pac-Islander,Male,40,Philippines,No
41,State-gov,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
24,Private,10,Exec-managerial,Own-child,White,Female,45,United-States,No
29,Private,14,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,60,United-States,No
43,Local-gov,13,Prof-specialty,Not-in-family,White,Male,40,United-States,No
55,,14,,Husband,White,Male,40,United-States,Yes
24,Private,10,Prof-specialty,Wife,White,Female,40,United-States,Yes
53,Private,9,Sales,Own-child,White,Female,35,United-States,No
20,Private,9,Sales,Not-in-family,Black,Female,40,United-States,No
20,Private,9,Other-service,Not-in-family,White,Male,40,United-States,No
63,Self-emp-not-inc,11,Other-service,Husband,White,Male,45,United-States,No
67,State-gov,10,Farming-fishing,Husband,White,Male,8,United-States,No
42,Private,9,Craft-repair,Own-child,Black,Male,40,,No
35,Private,13,Sales,Husband,White,Male,50,United-States,Yes
41,Private,10,Adm-clerical,Unmarried,White,Female,38,United-States,No
35,Private,13,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,50,Haiti,No
40,Private,10,Sales,Unmarried,Black,Female,45,United-States,No
51,Private,9,Handlers-cleaners,Not-in-family,White,Male,30,United-States,No
23,Private,13,Adm-clerical,Not-in-family,White,Female,40,United-States,No
56,Private,9,Craft-repair,Not-in-family,White,Male,42,United-States,No
36,Private,10,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
26,Private,10,Prof-specialty,Not-in-family,White,Female,35,United-States,No
42,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
84,Private,14,Prof-specialty,Not-in-family,White,Male,66,United-States,No
44,Private,9,Adm-clerical,Wife,White,Female,38,United-States,No
46,Self-emp-not-inc,14,Exec-managerial,Not-in-family,White,Male,30,United-States,No
44,Private,10,Craft-repair,Not-in-family,White,Male,38,United-States,No
35,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
29,State-gov,14,Adm-clerical,Husband,White,Male,36,United-States,No
61,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,52,United-States,Yes
23,Private,10,Craft-repair,Not-in-family,White,Male,40,United-States,No
61,Private,10,Other-service,Not-in-family,Black,Male,40,United-States,No
47,Private,9,Adm-clerical,Unmarried,White,Female,40,United-States,No
44,Private,13,Machine-op-inspct,Unmarried,Black,Female,7,United-States,No
38,Private,10,Sales,Husband,White,Male,60,United-States,Yes
52,Self-emp-inc,13,Sales,Husband,White,Male,60,United-States,No
33,State-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
46,Private,10,Prof-specialty,Husband,White,Male,38,United-States,Yes
45,Self-emp-not-inc,14,Prof-specialty,Not-in-family,White,Female,15,United-States,No
49,Private,10,Prof-specialty,Husband,White,Male,40,United-States,Yes
62,Local-gov,4,Other-service,Not-in-family,Black,Female,35,United-States,No
57,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
34,Local-gov,14,Prof-specialty,Not-in-family,White,Male,35,United-States,No
42,Private,13,Prof-specialty,Unmarried,White,Female,15,United-States,No
42,Private,10,Sales,Not-in-family,White,Male,50,United-States,Yes
33,Private,10,Transport-moving,Not-in-family,White,Male,55,United-States,No
36,Private,12,Craft-repair,Not-in-family,White,Male,40,United-States,No
30,Private,13,Sales,Not-in-family,White,Male,60,United-States,Yes
18,Private,6,Priv-house-serv,Own-child,Black,Female,20,United-States,No
31,Private,10,Craft-repair,Husband,White,Male,65,United-States,No
34,Private,10,Exec-managerial,Husband,White,Male,45,United-States,No
53,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
26,Private,8,Craft-repair,Other-relative,Other,Male,48,Guatemala,No
19,Private,9,Other-service,Own-child,White,Male,15,United-States,No
43,Federal-gov,15,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,,Yes
51,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
35,Private,9,Craft-repair,Unmarried,White,Male,50,United-States,No
67,Private,9,Sales,Husband,White,Male,40,Canada,Yes
45,Self-emp-not-inc,4,Exec-managerial,Husband,White,Male,65,United-States,Yes
38,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
49,Self-emp-not-inc,13,Prof-specialty,Husband,White,Male,60,United-States,Yes
53,,9,,Husband,White,Male,40,United-States,Yes
47,Private,10,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,No
31,Private,13,Exec-managerial,Not-in-family,White,Male,55,United-States,No
25,Private,10,Other-service,Wife,White,Female,60,United-States,No
36,Self-emp-not-inc,15,Sales,Husband,White,Male,30,United-States,Yes
48,Private,6,Craft-repair,Husband,White,Male,65,United-States,Yes
19,Private,10,Other-service,Own-child,White,Female,15,United-States,No
22,Private,10,Machine-op-inspct,Husband,White,Male,40,Mexico,No
76,Self-emp-not-inc,10,Sales,Not-in-family,White,Male,8,United-States,No
36,Private,9,Transport-moving,Husband,Black,Male,45,United-States,No
51,Private,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
22,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,60,United-States,No
35,Private,9,Transport-moving,Husband,Black,Male,40,United-States,No
57,Self-emp-not-inc,4,Prof-specialty,Husband,White,Male,40,,No
26,Private,13,Tech-support,Not-in-family,White,Male,40,United-States,No
53,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
41,Private,13,Farming-fishing,Husband,White,Male,40,United-States,No
44,Local-gov,13,Protective-serv,Husband,White,Male,40,United-States,Yes
