CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Attrition_Flag
710299608,53.0,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,Attrited Customer
710741208,39.0,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,Existing Customer
821797008,49.0,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,Attrited Customer
708874533,45.0,F,2,College,Married,Less than $40K,,36,1,3,2,,0,3387.0,Attrited Customer
715341858,54.0,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,,1289,693.0,Existing Customer
793636308,49.0,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,Existing Customer
713779908,46.0,F,3,Doctorate,Single,Unknown,,36,6,3,2,,1666,523.0,Existing Customer
712125258,46.0,M,4,High School,Married,$120K +,Blue,30,3,3,3,,0,2442.0,Attrited Customer
709703433,47.0,M,3,Graduate,Married,$60K - $80K,,38,4,1,2,21304.0,1532,19772.0,Existing Customer
721022433,44.0,M,2,Doctorate,Single,$60K - $80K,,36,5,1,2,7577.0,2480,5097.0,Existing Customer
710103558,50.0,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,Existing Customer
715952883,73.0,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,Existing Customer
719731458,56.0,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,,709,2201.0,Existing Customer
772390908,,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,Attrited Customer
787348608,70.0,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,,1495,1757.0,Existing Customer
709485033,55.0,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,Existing Customer
715432608,43.0,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,,953,21369.0,Existing Customer
799471833,45.0,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,Existing Customer
714187533,45.0,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,Existing Customer
779656908,40.0,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,Existing Customer
788950158,36.0,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,,1652,32864.0,Existing Customer
778867533,59.0,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,Attrited Customer
710620383,43.0,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,Existing Customer
778661358,46.0,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,Existing Customer
789483333,41.0,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,Existing Customer
809855808,51.0,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,Existing Customer
718464258,51.0,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512.0,1082,8430.0,Existing Customer
708528483,43.0,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,,2430,757.0,Existing Customer
771809733,64.0,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,Attrited Customer
719942883,54.0,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,,1434,856.0,Existing Customer
807226683,,M,3,Unknown,Single,$40K - $60K,,43,6,1,3,5279.0,1115,4164.0,Existing Customer
717806133,40.0,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,Existing Customer
720615708,57.0,M,0,Uneducated,Married,$40K - $60K,,45,6,2,2,,0,2601.0,Existing Customer
714511758,45.0,M,4,Graduate,Single,$80K - $120K,,40,4,3,0,6363.0,1029,5334.0,Existing Customer
715050408,41.0,M,3,High School,Single,$80K - $120K,,36,4,3,3,8029.0,1576,6453.0,Existing Customer
721132233,42.0,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,,1769,641.0,Existing Customer
719211558,45.0,M,2,Graduate,Single,$60K - $80K,,36,1,1,2,,0,3401.0,Attrited Customer
712069008,42.0,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260.0,1007,1253.0,Existing Customer
715996983,47.0,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,Existing Customer
773466258,48.0,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,3106.0,Existing Customer
798983508,,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,Existing Customer
719117433,41.0,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,,2168,20850.0,Existing Customer
716451183,54.0,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,Existing Customer
718621608,54.0,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094.0,0,6094.0,Attrited Customer
715085733,61.0,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,Existing Customer
788977833,,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362.0,1274,4088.0,Existing Customer
720272958,48.0,M,2,High School,Married,$120K +,,36,3,3,3,,0,27126.0,Attrited Customer
708421833,45.0,F,4,Graduate,Single,Less than $40K,,36,6,3,2,3342.0,2517,825.0,Existing Customer
709173108,,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532.0,2221,311.0,Attrited Customer
709879458,54.0,F,3,Doctorate,Married,Unknown,,46,2,2,3,1900.0,1376,524.0,Existing Customer
715120608,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,,1703,12843.0,Existing Customer
770632758,50.0,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,,1608,913.0,Existing Customer
779078733,55.0,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,Existing Customer
771742533,48.0,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068.0,1718,11350.0,Existing Customer
720250158,45.0,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,Existing Customer
716458983,60.0,M,0,High School,Married,$40K - $60K,,36,5,1,3,3281.0,837,2444.0,Existing Customer
713747733,55.0,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096.0,2217,879.0,Existing Customer
712270158,62.0,F,0,High School,Married,$40K - $60K,,52,5,2,3,2052.0,1250,802.0,Existing Customer
789562383,38.0,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,Existing Customer
754897008,46.0,M,3,High School,Single,$40K - $60K,,39,2,3,2,9432.0,1418,8014.0,Existing Customer
819700533,50.0,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938.0,2303,12635.0,Existing Customer
712890408,45.0,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221.0,1343,878.0,Existing Customer
720248208,47.0,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731.0,1577,4154.0,Existing Customer
779749908,48.0,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516.0,2061,32455.0,Existing Customer
717401883,35.0,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985.0,1130,5855.0,Existing Customer
721509558,51.0,M,2,Graduate,Married,$120K +,,42,3,3,0,,1707,22514.0,Existing Customer
710572458,36.0,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439.0,0,15439.0,Existing Customer
714576183,47.0,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,,2030,19607.0,Existing Customer
721425558,52.0,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,Existing Customer
711109908,43.0,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,,2475,7209.0,Existing Customer
715203108,63.0,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007.0,930,4077.0,Existing Customer
710027508,61.0,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616.0,1047,569.0,Existing Customer
787464408,53.0,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116.0,0,19116.0,Existing Customer
783542133,53.0,F,3,Graduate,Married,Less than $40K,,47,5,6,2,2759.0,2223,536.0,Existing Customer
708330858,57.0,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,,1381,6868.0,Attrited Customer
714426783,38.0,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041.0,2154,11887.0,Existing Customer
712701333,53.0,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,5264.0,2169,3095.0,Existing Customer
709494483,63.0,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,,1912,508.0,Existing Customer
773373108,49.0,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826.0,2070,756.0,Existing Customer
715812258,45.0,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,,1539,10979.0,Existing Customer
778286433,67.0,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,,1297,4579.0,Existing Customer
789270033,48.0,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,34516.0,0,34516.0,Existing Customer
711569433,51.0,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,Existing Customer
720214833,52.0,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,Existing Customer
709346133,55.0,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025.0,2376,649.0,Existing Customer
788194458,34.0,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265.0,2517,748.0,Existing Customer
720779733,56.0,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041.0,1355,4686.0,Existing Customer
717424458,44.0,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293.0,1823,470.0,Existing Customer
708820308,47.0,M,3,Post-Graduate,Unknown,$80K - $120K,,36,6,2,2,13399.0,2505,10894.0,Existing Customer
710558058,46.0,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317.0,2517,1800.0,Existing Customer
770590758,43.0,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378.0,1069,2309.0,Existing Customer
718490658,50.0,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,2242,2770.0,Existing Customer
711985833,38.0,F,4,Uneducated,Single,Less than $40K,,30,4,1,0,2569.0,1605,964.0,Existing Customer
708967608,53.0,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,,1785,1686.0,Existing Customer
718505958,43.0,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516.0,1699,32817.0,Existing Customer
715024233,53.0,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,Existing Customer
779249583,56.0,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,,2462,116.0,Existing Customer
709278258,54.0,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902.0,2517,385.0,Attrited Customer
778928283,,F,3,High School,Married,Less than $40K,,39,3,2,1,,2321,421.0,Existing Customer
712299858,62.0,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,Existing Customer
799224108,46.0,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265.0,1942,4323.0,Existing Customer
809976033,49.0,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819.0,1560,6259.0,Existing Customer
716203308,52.0,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731.0,1692,1039.0,Existing Customer
714871683,58.0,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,,537,901.3,Attrited Customer
716139933,54.0,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286.0,1710,14576.0,Existing Customer
716984658,49.0,M,1,Graduate,Married,$120K +,,39,3,2,3,,0,34516.0,Existing Customer
713086008,,F,3,High School,Married,Less than $40K,Blue,47,6,1,0,2609.0,2439,170.0,Existing Customer
713773458,,M,2,High School,Single,$60K - $80K,,45,5,3,2,,1173,6394.0,Existing Customer
719242533,41.0,M,5,High School,Married,$60K - $80K,Blue,33,5,3,3,22770.0,2517,20253.0,Existing Customer
772712658,62.0,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,,1648,2143.0,Existing Customer
788868858,54.0,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702.0,2517,185.0,Existing Customer
811898133,40.0,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555.0,2117,438.0,Existing Customer
788808633,43.0,M,3,Graduate,Married,$80K - $120K,,26,5,3,2,2355.0,1090,1265.0,Existing Customer
779804208,53.0,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332.0,0,5332.0,Existing Customer
781391058,55.0,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443.0,1375,68.0,Existing Customer
790134408,46.0,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741.0,755,9986.0,Existing Customer
788853258,41.0,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984.0,1503,6481.0,Existing Customer
711857733,49.0,M,3,Uneducated,Single,$60K - $80K,,32,3,2,2,,2517,16067.0,Existing Customer
822969858,61.0,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,,1465,4120.0,Existing Customer
719554758,46.0,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,2165,32351.0,Existing Customer
711643458,50.0,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,,0,1438.3,Existing Customer
788830683,40.0,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478.0,2031,447.0,Existing Customer
807030858,,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516.0,2274,32242.0,Existing Customer
793059108,,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339.0,1440,899.0,Existing Customer
716568708,47.0,F,2,Graduate,Married,Less than $40K,,36,6,3,2,2726.0,0,2726.0,Existing Customer
828281733,43.0,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881.0,848,14033.0,Existing Customer
717229158,36.0,F,4,Graduate,Married,$40K - $60K,,36,6,3,3,1628.0,969,659.0,Existing Customer
715915458,47.0,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,,1644,1512.0,Existing Customer
819129858,,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745.0,1270,3475.0,Existing Customer
713441958,46.0,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727.0,1785,17942.0,Existing Customer
719091333,52.0,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,793,21927.0,Existing Customer
708666258,43.0,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,,1799,6330.0,Existing Customer
714914583,40.0,F,4,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751.0,1521,2230.0,Existing Customer
714363858,54.0,F,4,High School,Married,Less than $40K,Blue,36,3,5,3,,1411,183.0,Existing Customer
721347408,55.0,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,2569.0,1403,1166.0,Existing Customer
809608533,49.0,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206.0,1586,16620.0,Existing Customer
772047183,45.0,M,4,High School,Married,$40K - $60K,Blue,34,6,3,3,,1766,1338.0,Existing Customer
714217908,49.0,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,,1560,846.0,Existing Customer
714819183,63.0,M,1,Uneducated,Married,$80K - $120K,,36,5,2,3,24571.0,1955,22616.0,Existing Customer
716455683,40.0,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534.0,726,14808.0,Existing Customer
710865633,,F,2,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301.0,2250,10051.0,Existing Customer
752952108,37.0,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2,3,2846.0,1818,1028.0,Existing Customer
712595433,58.0,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788.0,1794,7994.0,Existing Customer
714982383,55.0,M,2,High School,Married,$60K - $80K,Blue,36,4,3,3,7231.0,2381,4850.0,Existing Customer
813814008,53.0,F,1,High School,Married,Less than $40K,Blue,48,6,3,2,2324.0,1576,748.0,Existing Customer
794545983,57.0,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208.0,1980,10228.0,Existing Customer
708288108,43.0,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,,1547,4092.0,Attrited Customer
715585158,58.0,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021.0,1617,8404.0,Existing Customer
810449883,64.0,M,0,Unknown,Married,Less than $40K,,56,6,1,0,,1915,300.0,Existing Customer
789863208,54.0,F,2,Graduate,Married,Less than $40K,Blue,44,3,2,3,,1480,547.0,Existing Customer
715022133,53.0,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,2,,1162,5201.0,Existing Customer
712506708,39.0,F,3,College,Single,Less than $40K,,25,6,1,2,3920.0,2008,1912.0,Existing Customer
715699983,56.0,M,3,High School,Married,$60K - $80K,,36,5,1,3,,1233,7993.0,Existing Customer
818942433,54.0,F,4,Unknown,Divorced,Less than $40K,,49,6,1,1,9376.0,1288,8088.0,Existing Customer
712459233,59.0,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,,1346,598.0,Existing Customer
716545383,42.0,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599.0,1554,8045.0,Existing Customer
721144383,42.0,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202.0,843,27359.0,Existing Customer
821837958,43.0,M,3,College,Unknown,$80K - $120K,Blue,39,3,3,1,,1662,23188.0,Existing Customer
804359133,55.0,M,0,High School,Married,$120K +,,49,5,3,3,3805.0,2233,1572.0,Existing Customer
713308683,52.0,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733.0,1306,1427.0,Existing Customer
788780958,46.0,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,,1253,11528.0,Existing Customer
717354558,,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106.0,1120,1986.0,Attrited Customer
798473808,48.0,M,3,College,Married,$80K - $120K,,42,3,3,0,,0,7477.0,Existing Customer
712372158,45.0,M,4,Unknown,Married,$120K +,Blue,33,6,1,3,34516.0,2086,32430.0,Existing Customer
715192308,48.0,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963.0,2094,27869.0,Existing Customer
708813033,47.0,M,1,Graduate,Single,$40K - $60K,,36,5,3,0,6509.0,2033,4476.0,Existing Customer
714639783,42.0,M,3,College,Married,$60K - $80K,Blue,34,3,3,3,13450.0,0,13450.0,Attrited Customer
709311633,41.0,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000.0,0,27000.0,Existing Customer
709470858,51.0,M,4,College,Married,$120K +,Silver,31,5,2,1,34516.0,1254,33262.0,Existing Customer
717292758,,F,2,Graduate,Single,Less than $40K,,47,5,3,2,,0,6347.0,Existing Customer
779241783,67.0,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3,2,3106.0,1675,1431.0,Existing Customer
715205358,39.0,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,,913,1623.0,Existing Customer
778871508,54.0,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3,0,13048.0,1954,11094.0,Existing Customer
779462433,55.0,F,2,Unknown,Married,Less than $40K,Blue,37,3,3,1,2453.0,968,1485.0,Existing Customer
710147958,47.0,M,3,High School,Married,$40K - $60K,Silver,36,3,2,2,16138.0,1249,14889.0,Existing Customer
709864833,,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077.0,1965,6112.0,Existing Customer
778868958,42.0,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929.0,1673,256.0,Attrited Customer
717276708,57.0,M,2,Unknown,Single,$80K - $120K,Blue,36,3,3,2,3127.0,2517,610.0,Existing Customer
710004933,44.0,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,8645.0,1454,7191.0,Existing Customer
753606108,56.0,M,3,Unknown,Single,$60K - $80K,Blue,49,3,1,3,,0,1438.3,Existing Customer
710940183,49.0,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,2185.0,0,2185.0,Attrited Customer
718927533,45.0,M,3,Graduate,Single,$80K - $120K,,32,5,2,2,24487.0,2517,21970.0,Existing Customer
719337408,63.0,M,0,High School,Married,$60K - $80K,Blue,36,6,2,3,2567.0,0,2567.0,Existing Customer
772308408,44.0,M,3,Graduate,Single,$80K - $120K,Blue,33,6,3,3,4131.0,785,3346.0,Existing Customer
712981383,44.0,F,4,College,Married,Less than $40K,,37,3,2,2,10790.0,1930,8860.0,Existing Customer
790099758,40.0,M,3,High School,Married,$40K - $60K,Blue,33,4,3,3,6884.0,1001,5883.0,Existing Customer
709547658,39.0,M,2,Uneducated,Single,$60K - $80K,,36,5,3,3,13961.0,1299,12662.0,Attrited Customer
778770783,42.0,M,4,High School,Married,$80K - $120K,Blue,30,6,1,0,29801.0,1916,27885.0,Existing Customer
713134458,54.0,M,3,High School,Married,$120K +,Blue,43,4,1,1,13219.0,0,13219.0,Existing Customer
712159083,58.0,F,4,Unknown,Married,Less than $40K,,46,2,3,3,2536.0,0,2536.0,Attrited Customer
713639958,46.0,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478.0,820,8658.0,Existing Customer
771180033,47.0,F,4,Unknown,Divorced,$40K - $60K,,34,6,1,2,,1851,1651.0,Existing Customer
717916758,67.0,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509.0,2388,8121.0,Existing Customer
711089733,,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491.0,0,1491.0,Existing Customer
716988633,55.0,M,0,High School,Divorced,$60K - $80K,Blue,46,6,1,2,9734.0,0,9734.0,Existing Customer
779031033,46.0,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1,3,,1627,678.0,Existing Customer
716302383,47.0,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241.0,2081,12160.0,Existing Customer
718281408,36.0,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789.0,1257,3532.0,Existing Customer
721333233,40.0,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,2,3,23138.0,1727,21411.0,Existing Customer
794496033,57.0,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1,3,,2280,20728.0,Existing Customer
710519433,48.0,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,1,0,,2517,614.0,Existing Customer
814995933,58.0,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798.0,1794,4004.0,Existing Customer
721469433,48.0,M,3,Graduate,Single,$40K - $60K,Blue,36,5,2,3,6880.0,1390,5490.0,Existing Customer
788386908,48.0,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,2,,1531,32985.0,Existing Customer
717198633,53.0,F,2,College,Married,$40K - $60K,,34,6,2,1,,1469,606.0,Existing Customer
767695083,50.0,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589.0,0,4589.0,Existing Customer
711791583,52.0,F,1,Graduate,Single,Less than $40K,,40,1,2,2,2317.0,0,2317.0,Attrited Customer
712315683,53.0,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981.0,1518,463.0,Attrited Customer
710038008,56.0,F,1,Graduate,Single,$40K - $60K,Blue,47,3,2,1,6038.0,0,6038.0,Existing Customer
789129033,,M,5,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910.0,877,14033.0,Existing Customer
718349058,49.0,M,3,High School,Married,$80K - $120K,Blue,39,3,3,2,29659.0,1143,28516.0,Existing Customer
789842283,,M,2,Graduate,Married,$60K - $80K,,42,3,3,2,4320.0,0,4320.0,Attrited Customer
714513033,39.0,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213.0,0,11213.0,Existing Customer
714717483,39.0,F,3,Uneducated,Divorced,Unknown,,29,5,1,2,26181.0,0,26181.0,Existing Customer
714900408,41.0,F,4,High School,Single,Less than $40K,Blue,31,3,1,0,5773.0,0,5773.0,Existing Customer
